journey_id,cust_id,issue_type,tier,start_timestamp,end_timestamp,event_count,channel_count,channel_switches,max_friction,mean_friction,resolved,terminal_status,escalated,repeat_contact_14d,breakpoint_event_id,transaction_amount_usd,severity,resolution_difficulty,customer_churned_30d
JRN_00002718,CUST_PREMIUM_001525,payment_failure,Gold,1784724245.168233,1784724245.168233,1,1,0,0.4092,0.4092,True,resolved,True,False,evt_web_000004528,20.28,0.66,0.4013,False
JRN_00002719,CUST_PREMIUM_001525,benefit_claim,Gold,1775359269.168233,1775359685.168233,2,1,0,0.3517,0.2536,False,abandoned,False,True,evt_app_000004530,59.24,0.2544,0.3699,False
JRN_00002720,CUST_PREMIUM_001525,replacement_card,Gold,1780279806.168233,1780288890.168233,3,2,2,0.5275,0.4313,False,pending,True,False,evt_call_center_000004533,,0.5639,0.2684,False
JRN_00002721,CUST_PREMIUM_001526,replacement_card,Green,1783047346.168233,1783047346.168233,1,1,0,0.5315,0.5315,True,resolved,True,False,evt_call_center_000004534,,0.4879,0.2356,False
JRN_00002722,CUST_PREMIUM_001527,suspected_fraud,Platinum,1776979323.168233,1776980600.168233,2,2,1,0.938,0.705,False,abandoned,True,False,evt_app_000004535,1313.24,0.9845,0.5897,False
JRN_00002723,CUST_PREMIUM_001527,routine_account_review,Platinum,1774931868.168233,1774931868.168233,1,1,0,0.261,0.261,True,resolved,False,False,evt_web_000004537,,0.1065,0.0497,False
JRN_00002724,CUST_PREMIUM_001527,login_problem,Platinum,1775478730.168233,1775479290.168233,2,1,0,0.6413,0.4938,True,resolved,False,True,evt_app_000004539,,0.5483,0.2982,False
JRN_00002725,CUST_PREMIUM_001527,payment_failure,Platinum,1784193132.168233,1784193132.168233,1,1,0,0.27,0.27,True,resolved,False,False,evt_web_000004540,272.47,0.7138,0.4431,False
JRN_00002726,CUST_PREMIUM_001527,routine_account_review,Platinum,1778312314.168233,1778312314.168233,1,1,0,0.1196,0.1196,True,resolved,False,False,evt_web_000004541,,0.0442,0.0309,False
JRN_00002727,CUST_PREMIUM_001528,login_problem,Platinum,1781017301.168233,1781018043.168233,2,1,0,0.2273,0.1834,False,pending,False,True,evt_app_000004543,,0.3348,0.3121,False
JRN_00002728,CUST_PREMIUM_001528,login_problem,Platinum,1776995089.168233,1776995089.168233,1,1,0,0.4154,0.4154,True,resolved,True,False,evt_web_000004544,,0.6311,0.3418,False
JRN_00002729,CUST_PREMIUM_001528,travel_booking,Platinum,1780905339.168233,1780905339.168233,1,1,0,0.2884,0.2884,True,resolved,True,False,evt_web_000004545,3377.77,0.377,0.3476,False
JRN_00002730,CUST_PREMIUM_001528,routine_account_review,Platinum,1782364548.168233,1782364812.168233,2,2,1,0.1878,0.1232,True,resolved,True,False,evt_call_center_000004547,,0.02,0.0348,False
JRN_00002731,CUST_PREMIUM_001529,routine_account_review,Green,1778882747.168233,1778882747.168233,1,1,0,0.3226,0.3226,True,resolved,False,False,evt_app_000004548,,0.02,0.01,False
JRN_00002732,CUST_PREMIUM_001529,benefit_claim,Green,1783223520.168233,1783223520.168233,1,1,0,0.5463,0.5463,True,resolved,True,False,evt_app_000004549,7.64,0.5429,0.415,False
JRN_00002733,CUST_PREMIUM_001529,routine_account_review,Green,1775090020.168233,1775090020.168233,1,1,0,0.0294,0.0294,True,resolved,True,False,evt_web_000004550,,0.02,0.0869,False
JRN_00002734,CUST_PREMIUM_001529,payment_failure,Green,1778069916.168233,1778069916.168233,1,1,0,1.0,1.0,True,resolved,True,True,evt_web_000004551,65.82,0.8822,0.4268,False
JRN_00002735,CUST_PREMIUM_001529,suspected_fraud,Green,1778215094.168233,1778215208.168233,2,1,0,0.8966,0.8718,False,abandoned,True,True,evt_call_center_000004553,33.67,0.99,0.5876,False
JRN_00002736,CUST_PREMIUM_001529,login_problem,Green,1781588849.168233,1781588849.168233,1,1,0,0.3599,0.3599,True,resolved,True,False,evt_app_000004554,,0.4291,0.3363,False
JRN_00002737,CUST_PREMIUM_001530,travel_booking,Platinum,1779493683.168233,1779494515.168233,2,1,0,0.4033,0.3607,True,resolved,False,False,evt_web_000004555,1769.99,0.3802,0.3283,False
JRN_00002738,CUST_PREMIUM_001530,benefit_claim,Platinum,1777516412.168233,1777516412.168233,1,1,0,0.4176,0.4176,True,resolved,False,False,evt_call_center_000004557,345.26,0.3558,0.412,False
JRN_00002739,CUST_PREMIUM_001530,card_declined,Platinum,1778378941.168233,1778379668.168233,2,2,1,0.6364,0.4948,False,abandoned,True,True,evt_app_000004559,423.31,0.6581,0.3684,False
JRN_00002740,CUST_PREMIUM_001530,benefit_claim,Platinum,1776390803.168233,1776392582.168233,3,1,0,0.32,0.2083,True,resolved,False,True,evt_web_000004562,110.94,0.2817,0.3741,False
JRN_00002741,CUST_PREMIUM_001531,card_declined,Green,1783313486.168233,1783313486.168233,1,1,0,0.3697,0.3697,True,resolved,False,False,evt_call_center_000004563,46.23,0.6685,0.4805,False
JRN_00002742,CUST_PREMIUM_001531,benefit_claim,Green,1781766612.168233,1781772384.168233,3,2,1,0.6768,0.4985,False,abandoned,True,True,evt_call_center_000004565,28.68,0.3669,0.3578,False
JRN_00002743,CUST_PREMIUM_001531,payment_failure,Green,1775863627.168233,1775864040.168233,2,2,1,0.7072,0.6748,True,resolved,False,False,evt_web_000004567,44.84,0.7584,0.4358,False
JRN_00002744,CUST_PREMIUM_001531,login_problem,Green,1781593915.168233,1781593915.168233,1,1,0,0.1994,0.1994,True,resolved,False,True,evt_app_000004569,,0.4015,0.3029,False
JRN_00002745,CUST_PREMIUM_001531,dispute_status,Green,1783398121.168233,1783398121.168233,1,1,0,0.1679,0.1679,True,resolved,False,False,evt_web_000004570,124.15,0.4157,0.5513,False
JRN_00002746,CUST_PREMIUM_001531,dispute_status,Green,1776980092.168233,1776980092.168233,1,1,0,0.4937,0.4937,True,resolved,True,True,evt_call_center_000004571,40.06,0.5618,0.66,False
JRN_00002747,CUST_PREMIUM_001531,credit_limit_request,Green,1777341981.168233,1777346616.168233,2,2,1,0.2815,0.2737,True,resolved,False,False,evt_in_person_000004573,3924.97,0.5,0.4816,False
JRN_00002748,CUST_PREMIUM_001531,wire_transfer_problem,Green,1779950792.168233,1779952226.168233,3,2,1,0.9623,0.8361,True,resolved,False,False,evt_call_center_000004576,24713.53,0.8465,0.6151,False
JRN_00002749,CUST_PREMIUM_001531,travel_booking,Green,1777079543.168233,1777079543.168233,1,1,0,0.5695,0.5695,True,resolved,True,True,evt_in_person_000004577,1005.51,0.5705,0.3522,False
JRN_00002750,CUST_PREMIUM_001531,travel_booking,Green,1774865891.168233,1774869279.168233,2,2,1,0.7149,0.4677,True,resolved,True,False,evt_call_center_000004579,1038.18,0.4914,0.3118,False
JRN_00002751,CUST_PREMIUM_001531,suspected_fraud,Green,1774809419.168233,1774809587.168233,2,1,0,0.651,0.6334,True,resolved,False,True,evt_call_center_000004581,111.01,0.9897,0.5587,False
JRN_00002752,CUST_PREMIUM_001531,wire_transfer_problem,Green,1779017778.168233,1779017996.168233,2,2,1,0.8976,0.8305,True,resolved,True,True,evt_call_center_000004583,15265.14,0.8075,0.6235,False
JRN_00002753,CUST_PREMIUM_001532,travel_booking,Platinum,1778076995.168233,1778081845.168233,2,2,1,0.4311,0.4231,True,resolved,False,True,evt_call_center_000004585,1184.16,0.5219,0.4097,False
JRN_00002754,CUST_PREMIUM_001532,payment_failure,Platinum,1783394622.168233,1783394713.168233,2,1,0,0.9876,0.9671,False,abandoned,False,True,evt_call_center_000004586,25.89,0.77,0.454,False
JRN_00002755,CUST_PREMIUM_001532,payment_failure,Platinum,1774946342.168233,1774947269.168233,2,2,1,0.6089,0.5366,False,pending,True,True,evt_web_000004588,89.91,0.9071,0.4767,False
JRN_00002756,CUST_PREMIUM_001532,card_declined,Platinum,1781226052.168233,1781226065.168233,2,1,0,0.7706,0.6567,True,resolved,False,True,evt_call_center_000004590,55.45,0.6386,0.3545,False
JRN_00002757,CUST_PREMIUM_001532,login_problem,Platinum,1781574856.168233,1781574856.168233,1,1,0,0.3545,0.3545,True,resolved,True,False,evt_app_000004592,,0.4671,0.3819,False
JRN_00002758,CUST_PREMIUM_001533,payment_failure,Green,1776485410.168233,1776485410.168233,1,1,0,1.0,1.0,True,resolved,True,False,evt_web_000004593,30.67,0.7982,0.4032,False
JRN_00002759,CUST_PREMIUM_001533,suspected_fraud,Green,1780582666.168233,1780610973.168233,3,2,2,0.8788,0.707,True,resolved,True,True,evt_call_center_000004596,53.96,0.8433,0.5276,False
JRN_00002760,CUST_PREMIUM_001533,dispute_status,Green,1778795085.168233,1778795414.168233,3,1,0,0.8432,0.6631,False,pending,False,True,evt_call_center_000004599,28.05,0.6603,0.5983,False
JRN_00002761,CUST_PREMIUM_001533,routine_account_review,Green,1775649105.168233,1775649105.168233,1,1,0,0.0782,0.0782,True,resolved,False,False,evt_web_000004600,,0.2008,0.0392,False
JRN_00002762,CUST_PREMIUM_001534,routine_account_review,Platinum,1780343644.168233,1780343644.168233,1,1,0,0.0124,0.0124,True,resolved,True,False,evt_app_000004601,,0.0231,0.1071,False
JRN_00002763,CUST_PREMIUM_001534,travel_booking,Platinum,1784062194.168233,1784062194.168233,1,1,0,0.4399,0.4399,True,resolved,False,False,evt_app_000004602,1823.85,0.2511,0.3783,False
JRN_00002764,CUST_PREMIUM_001535,login_problem,Gold,1780219302.168233,1780222612.168233,2,2,1,0.681,0.5272,False,pending,True,True,evt_web_000004603,,0.3552,0.2758,True
JRN_00002765,CUST_PREMIUM_001535,routine_account_review,Gold,1776325131.168233,1776325131.168233,1,1,0,0.1982,0.1982,True,resolved,False,False,evt_call_center_000004605,,0.1665,0.0357,True
JRN_00002766,CUST_PREMIUM_001535,payment_failure,Gold,1776718362.168233,1776718362.168233,1,1,0,0.536,0.536,True,resolved,True,False,evt_app_000004606,37.0,0.6102,0.428,True
JRN_00002767,CUST_PREMIUM_001535,login_problem,Gold,1774830566.168233,1774833876.168233,2,2,1,0.67,0.49,True,resolved,False,True,evt_call_center_000004608,,0.4556,0.3463,True
JRN_00002768,CUST_PREMIUM_001535,dispute_status,Gold,1775633045.168233,1775645078.168233,3,2,1,0.6104,0.5323,True,resolved,True,False,evt_app_000004610,67.81,0.551,0.5757,True
JRN_00002769,CUST_PREMIUM_001535,wire_transfer_problem,Gold,1783558949.168233,1783559591.168233,3,2,1,0.9851,0.9172,True,resolved,True,True,evt_call_center_000004614,9834.43,0.9552,0.6287,True
JRN_00002770,CUST_PREMIUM_001535,dispute_status,Gold,1779155018.168233,1779159034.168233,2,2,1,0.721,0.7078,True,resolved,True,False,evt_web_000004615,86.89,0.6097,0.5436,True
JRN_00002771,CUST_PREMIUM_001535,wire_transfer_problem,Gold,1779653564.168233,1779653984.168233,3,2,1,0.9951,0.9025,True,resolved,True,True,evt_call_center_000004618,14375.31,0.9892,0.6419,True
JRN_00002772,CUST_PREMIUM_001535,travel_booking,Gold,1784433662.168233,1784433662.168233,1,1,0,0.6242,0.6242,False,pending,True,True,evt_app_000004620,625.5,0.4133,0.3089,True
JRN_00002773,CUST_PREMIUM_001536,routine_account_review,Green,1774771633.168233,1774771633.168233,1,1,0,0.3506,0.3506,True,resolved,False,True,evt_app_000004621,,0.095,0.0545,True
JRN_00002774,CUST_PREMIUM_001536,card_declined,Green,1776214984.168233,1776214984.168233,1,1,0,0.7006,0.7006,True,resolved,True,False,evt_web_000004622,114.85,0.8305,0.3954,True
JRN_00002775,CUST_PREMIUM_001536,travel_booking,Green,1781503555.168233,1781503555.168233,1,1,0,0.3433,0.3433,True,resolved,False,False,evt_call_center_000004623,4445.45,0.4437,0.3315,True
JRN_00002776,CUST_PREMIUM_001536,wire_transfer_problem,Green,1784628506.168233,1784631492.168233,4,3,2,0.9681,0.7684,True,resolved,True,True,evt_call_center_000004627,8413.41,0.7355,0.7102,True
JRN_00002777,CUST_PREMIUM_001536,travel_booking,Green,1778754046.168233,1778754046.168233,1,1,0,0.2587,0.2587,True,resolved,False,False,evt_web_000004628,1210.97,0.4702,0.2863,True
JRN_00002778,CUST_PREMIUM_001537,suspected_fraud,Platinum,1782895907.168233,1782896662.168233,2,2,1,0.9456,0.8982,True,resolved,False,False,evt_call_center_000004629,363.4,0.9743,0.5167,False
JRN_00002779,CUST_PREMIUM_001537,lounge_access,Platinum,1782866455.168233,1782866455.168233,1,1,0,0.1021,0.1021,True,resolved,False,False,evt_in_person_000004631,,0.2497,0.209,False
JRN_00002780,CUST_PREMIUM_001537,payment_failure,Platinum,1781643024.168233,1781645386.168233,2,2,1,0.5986,0.5071,True,resolved,True,False,evt_call_center_000004633,16.62,0.6349,0.4148,False
JRN_00002781,CUST_PREMIUM_001537,suspected_fraud,Platinum,1781814578.168233,1781814578.168233,1,1,0,0.5993,0.5993,True,resolved,False,False,evt_app_000004634,318.33,0.8411,0.4976,False
JRN_00002782,CUST_PREMIUM_001537,payment_failure,Platinum,1781020510.168233,1781020510.168233,1,1,0,0.6688,0.6688,True,resolved,True,False,evt_web_000004635,823.66,0.6697,0.399,False
JRN_00002783,CUST_PREMIUM_001537,routine_account_review,Platinum,1784684478.168233,1784684478.168233,1,1,0,0.4274,0.4274,True,resolved,False,False,evt_web_000004636,,0.1148,0.0613,False
JRN_00002784,CUST_PREMIUM_001537,wire_transfer_problem,Platinum,1781481419.168233,1781491277.168233,3,3,2,0.8907,0.7256,False,abandoned,True,True,evt_in_person_000004638,15683.8,0.8442,0.6877,False
JRN_00002785,CUST_PREMIUM_001537,login_problem,Platinum,1778966783.168233,1778966783.168233,1,1,0,0.0553,0.0553,True,resolved,False,False,evt_web_000004640,,0.329,0.3079,False
JRN_00002786,CUST_PREMIUM_001537,wire_transfer_problem,Platinum,1781956055.168233,1781956055.168233,1,1,0,0.7986,0.7986,True,resolved,True,False,evt_call_center_000004641,75075.26,0.8997,0.6414,False
JRN_00002787,CUST_PREMIUM_001537,dispute_status,Platinum,1778825799.168233,1778827281.168233,3,2,1,0.6897,0.5527,True,resolved,True,False,evt_call_center_000004643,56.26,0.7001,0.5596,False
JRN_00002788,CUST_PREMIUM_001537,login_problem,Platinum,1777114362.168233,1777114524.168233,2,1,0,0.6367,0.5125,True,resolved,False,True,evt_call_center_000004646,,0.4316,0.3313,False
JRN_00002789,CUST_PREMIUM_001537,lounge_access,Platinum,1776244932.168233,1776244932.168233,1,1,0,0.0902,0.0902,True,resolved,False,False,evt_in_person_000004647,,0.1663,0.257,False
JRN_00002790,CUST_PREMIUM_001537,lounge_access,Platinum,1783660990.168233,1783660993.168233,2,1,0,0.0229,0.0229,True,resolved,False,False,evt_in_person_000004648,,0.3888,0.1953,False
JRN_00002791,CUST_PREMIUM_001537,card_declined,Platinum,1780620810.168233,1780624027.168233,2,2,1,0.5778,0.518,False,pending,False,False,evt_in_person_000004651,117.14,0.6673,0.3484,False
JRN_00002792,CUST_PREMIUM_001538,benefit_claim,Platinum,1783501474.168233,1783501474.168233,1,1,0,0.1622,0.1622,True,resolved,False,True,evt_web_000004652,75.17,0.403,0.3889,False
JRN_00002793,CUST_PREMIUM_001538,benefit_claim,Platinum,1774713600.168233,1774714283.168233,2,2,1,0.4135,0.2868,True,resolved,False,False,evt_web_000004654,191.07,0.3327,0.4386,False
JRN_00002794,CUST_PREMIUM_001538,payment_failure,Platinum,1777084212.168233,1777093866.168233,6,3,3,1.0,0.6632,False,pending,True,True,evt_app_000004659,52.08,0.6961,0.4309,False
JRN_00002795,CUST_PREMIUM_001538,credit_limit_request,Platinum,1779658479.168233,1779658479.168233,1,1,0,0.2204,0.2204,True,resolved,False,False,evt_call_center_000004661,12563.75,0.0841,0.5301,False
JRN_00002796,CUST_PREMIUM_001538,card_declined,Platinum,1781251898.168233,1781251898.168233,1,1,0,0.2828,0.2828,True,resolved,True,False,evt_web_000004662,122.46,0.5725,0.383,False
JRN_00002797,CUST_PREMIUM_001538,login_problem,Platinum,1781923826.168233,1781926862.168233,2,2,1,0.6302,0.4909,True,resolved,False,False,evt_call_center_000004664,,0.4009,0.286,False
JRN_00002798,CUST_PREMIUM_001538,routine_account_review,Platinum,1782944344.168233,1782944344.168233,1,1,0,0.2556,0.2556,False,pending,True,False,evt_web_000004665,,0.0519,0.0636,False
JRN_00002799,CUST_PREMIUM_001538,card_declined,Platinum,1779748745.168233,1779748745.168233,1,1,0,0.1742,0.1742,True,resolved,False,False,evt_app_000004666,170.16,0.6029,0.323,False
JRN_00002800,CUST_PREMIUM_001538,wire_transfer_problem,Platinum,1782519626.168233,1782520641.168233,4,2,1,0.9835,0.7968,True,resolved,True,False,evt_call_center_000004669,25874.55,0.9423,0.6495,False
JRN_00002801,CUST_PREMIUM_001538,travel_booking,Platinum,1784707921.168233,1784714576.168233,2,2,1,0.3678,0.3578,True,resolved,True,True,evt_web_000004671,11442.91,0.5196,0.3268,False
JRN_00002802,CUST_PREMIUM_001539,benefit_claim,Platinum,1784287367.168233,1784287658.168233,2,1,0,0.2792,0.2124,True,resolved,False,False,evt_app_000004674,39.57,0.1996,0.4501,False
JRN_00002803,CUST_PREMIUM_001539,routine_account_review,Platinum,1782739334.168233,1782739444.168233,2,1,0,0.2469,0.1785,True,resolved,False,False,evt_web_000004676,,0.1152,0.1352,False
JRN_00002804,CUST_PREMIUM_001539,login_problem,Platinum,1778539435.168233,1778539527.168233,2,1,0,0.4922,0.4006,False,abandoned,True,True,evt_app_000004678,,0.576,0.2847,False
JRN_00002805,CUST_PREMIUM_001539,lounge_access,Platinum,1774705180.168233,1774705180.168233,1,1,0,0.3607,0.3607,True,resolved,False,False,evt_call_center_000004679,,0.0762,0.2108,False
JRN_00002806,CUST_PREMIUM_001539,benefit_claim,Platinum,1780316554.168233,1780316554.168233,1,1,0,0.1554,0.1554,True,resolved,False,False,evt_app_000004680,233.63,0.4174,0.3737,False
JRN_00002807,CUST_PREMIUM_001540,travel_booking,Platinum,1776927568.168233,1776934421.168233,2,2,1,0.4523,0.3613,True,resolved,False,True,evt_call_center_000004682,664.69,0.4215,0.3653,False
JRN_00002808,CUST_PREMIUM_001540,credit_limit_request,Platinum,1782761491.168233,1782817203.168233,5,4,4,0.5772,0.354,True,resolved,True,True,evt_call_center_000004686,18468.92,0.3093,0.4597,False
JRN_00002809,CUST_PREMIUM_001540,login_problem,Platinum,1776467694.168233,1776467694.168233,1,1,0,0.1646,0.1646,True,resolved,False,False,evt_app_000004688,,0.3689,0.2733,False
JRN_00002810,CUST_PREMIUM_001540,wire_transfer_problem,Platinum,1779477539.168233,1779477777.168233,2,1,0,0.7451,0.7067,True,resolved,True,False,evt_app_000004690,60324.54,0.8969,0.6557,False
JRN_00002811,CUST_PREMIUM_001540,credit_limit_request,Platinum,1778212111.168233,1778212111.168233,1,1,0,0.408,0.408,True,resolved,False,True,evt_app_000004691,15954.29,0.241,0.435,False
JRN_00002812,CUST_PREMIUM_001540,credit_limit_request,Platinum,1778294246.168233,1778294537.168233,2,1,0,0.5163,0.4501,True,resolved,False,False,evt_call_center_000004693,4941.38,0.2772,0.4648,False
JRN_00002813,CUST_PREMIUM_001540,suspected_fraud,Platinum,1784780533.168233,1784780533.168233,1,1,0,0.7778,0.7778,True,resolved,True,False,evt_app_000004694,3672.53,0.8631,0.4926,False
JRN_00002814,CUST_PREMIUM_001540,suspected_fraud,Platinum,1783146033.168233,1783147676.168233,2,2,1,0.9117,0.6811,True,resolved,True,False,evt_web_000004696,235.74,0.99,0.5222,False
JRN_00002815,CUST_PREMIUM_001540,lounge_access,Platinum,1776424784.168233,1776428069.168233,2,2,1,0.2823,0.1583,True,resolved,False,False,evt_call_center_000004698,,0.3013,0.1614,False
JRN_00002816,CUST_PREMIUM_001540,lounge_access,Platinum,1775206547.168233,1775209003.168233,4,3,2,0.5791,0.2834,True,resolved,True,True,evt_call_center_000004701,,0.2501,0.1651,False
JRN_00002817,CUST_PREMIUM_001540,routine_account_review,Platinum,1775097288.168233,1775097288.168233,1,1,0,0.0161,0.0161,True,resolved,False,False,evt_call_center_000004703,,0.0205,0.1057,False
JRN_00002818,CUST_PREMIUM_001541,travel_booking,Platinum,1783803919.168233,1783813107.168233,2,2,1,0.3828,0.2349,True,resolved,True,False,evt_web_000004704,2944.27,0.3275,0.3286,False
JRN_00002819,CUST_PREMIUM_001542,card_declined,Gold,1778803863.168233,1778804761.168233,3,2,1,0.5888,0.5468,True,resolved,True,False,evt_call_center_000004708,339.33,0.5759,0.3618,False
JRN_00002820,CUST_PREMIUM_001542,travel_booking,Gold,1780101389.168233,1780105029.168233,3,2,1,0.8469,0.4264,True,resolved,True,False,evt_call_center_000004711,2286.19,0.4208,0.3473,False
JRN_00002821,CUST_PREMIUM_001542,card_declined,Gold,1783158204.168233,1783158204.168233,1,1,0,0.6446,0.6446,True,resolved,True,True,evt_app_000004712,51.83,0.6038,0.3499,False
JRN_00002822,CUST_PREMIUM_001542,travel_booking,Gold,1775203509.168233,1775207869.168233,4,2,2,0.6035,0.4635,True,resolved,True,True,evt_web_000004714,884.05,0.4564,0.2975,False
JRN_00002823,CUST_PREMIUM_001542,login_problem,Gold,1782418127.168233,1782418127.168233,1,1,0,0.1398,0.1398,True,resolved,False,False,evt_web_000004717,,0.4275,0.3198,False
JRN_00002824,CUST_PREMIUM_001542,suspected_fraud,Gold,1781385559.168233,1781385559.168233,1,1,0,0.548,0.548,True,resolved,True,False,evt_app_000004718,279.91,0.912,0.4811,False
JRN_00002825,CUST_PREMIUM_001542,routine_account_review,Gold,1782716677.168233,1782716677.168233,1,1,0,0.0046,0.0046,False,abandoned,True,False,evt_app_000004719,,0.02,0.0689,False
JRN_00002826,CUST_PREMIUM_001543,login_problem,Gold,1775874454.168233,1775877540.168233,3,2,2,0.6878,0.5936,True,resolved,True,True,evt_app_000004721,,0.6027,0.3185,False
JRN_00002827,CUST_PREMIUM_001543,dispute_status,Gold,1776473728.168233,1776473728.168233,1,1,0,0.3565,0.3565,True,resolved,True,False,evt_call_center_000004723,15.36,0.6132,0.5334,False
JRN_00002828,CUST_PREMIUM_001543,wire_transfer_problem,Gold,1782539050.168233,1782540690.168233,2,2,1,0.5677,0.5335,True,resolved,True,False,evt_app_000004725,3548.54,0.9276,0.6878,False
JRN_00002829,CUST_PREMIUM_001543,login_problem,Gold,1776765499.168233,1776766553.168233,3,2,1,0.5436,0.3941,True,resolved,True,True,evt_app_000004726,,0.4782,0.3711,False
JRN_00002830,CUST_PREMIUM_001543,payment_failure,Gold,1783202078.168233,1783203365.168233,4,2,1,0.7222,0.608,False,pending,True,True,evt_web_000004732,80.9,0.762,0.3805,False
JRN_00002831,CUST_PREMIUM_001543,lounge_access,Gold,1778903915.168233,1778903915.168233,1,1,0,0.0303,0.0303,False,pending,False,True,evt_in_person_000004733,,0.1939,0.2071,False
JRN_00002832,CUST_PREMIUM_001544,lounge_access,Platinum,1778491606.168233,1778491606.168233,1,1,0,0.5253,0.5253,True,resolved,True,False,evt_in_person_000004734,,0.2337,0.1853,False
JRN_00002833,CUST_PREMIUM_001545,travel_booking,Platinum,1784011506.168233,1784011506.168233,1,1,0,0.4165,0.4165,True,resolved,False,False,evt_app_000004735,4145.85,0.4291,0.3101,False
JRN_00002834,CUST_PREMIUM_001545,replacement_card,Platinum,1783204437.168233,1783204437.168233,1,1,0,0.2507,0.2507,True,resolved,True,False,evt_web_000004736,,0.57,0.3299,False
JRN_00002835,CUST_PREMIUM_001545,routine_account_review,Platinum,1779483238.168233,1779483238.168233,1,1,0,0.1247,0.1247,True,resolved,False,False,evt_app_000004737,,0.2419,0.0343,False
JRN_00002836,CUST_PREMIUM_001545,travel_booking,Platinum,1779862358.168233,1779862358.168233,1,1,0,0.6491,0.6491,False,pending,True,True,evt_call_center_000004738,5038.82,0.6126,0.4224,False
JRN_00002837,CUST_PREMIUM_001545,card_declined,Platinum,1779964176.168233,1779964176.168233,1,1,0,0.4107,0.4107,True,resolved,False,False,evt_call_center_000004739,317.14,0.5343,0.3973,False
JRN_00002838,CUST_PREMIUM_001545,suspected_fraud,Platinum,1778781751.168233,1778781996.168233,2,1,0,0.9868,0.8109,True,resolved,True,True,evt_app_000004741,161.04,0.99,0.5525,False
JRN_00002839,CUST_PREMIUM_001545,lounge_access,Platinum,1778415499.168233,1778415499.168233,1,1,0,0.2414,0.2414,True,resolved,True,True,evt_call_center_000004742,,0.2762,0.151,False
JRN_00002840,CUST_PREMIUM_001545,credit_limit_request,Platinum,1775792403.168233,1775792403.168233,1,1,0,0.3068,0.3068,False,pending,False,True,evt_call_center_000004743,3880.64,0.2707,0.4907,False
JRN_00002841,CUST_PREMIUM_001545,lounge_access,Platinum,1775936173.168233,1775936173.168233,1,1,0,0.4338,0.4338,True,resolved,False,False,evt_in_person_000004744,,0.3279,0.2759,False
JRN_00002842,CUST_PREMIUM_001545,card_declined,Platinum,1775695296.168233,1775695296.168233,1,1,0,0.6908,0.6908,True,resolved,True,True,evt_call_center_000004745,124.77,0.6103,0.3986,False
JRN_00002843,CUST_PREMIUM_001545,routine_account_review,Platinum,1780645350.168233,1780645350.168233,1,1,0,0.1462,0.1462,True,resolved,False,True,evt_app_000004746,,0.0243,0.0612,False
JRN_00002844,CUST_PREMIUM_001545,login_problem,Platinum,1776159436.168233,1776159436.168233,1,1,0,0.3499,0.3499,True,resolved,False,False,evt_call_center_000004747,,0.4482,0.285,False
JRN_00002845,CUST_PREMIUM_001545,routine_account_review,Platinum,1781486277.168233,1781486588.168233,2,1,0,0.393,0.3316,True,resolved,True,False,evt_web_000004748,,0.3084,0.0392,False
JRN_00002846,CUST_PREMIUM_001545,travel_booking,Platinum,1784343787.168233,1784343787.168233,1,1,0,0.2898,0.2898,True,resolved,False,False,evt_app_000004750,372.0,0.3863,0.3457,False
JRN_00002847,CUST_PREMIUM_001546,travel_booking,Gold,1782471654.168233,1782476640.168233,3,3,2,0.6669,0.5407,False,pending,False,True,evt_in_person_000004753,478.81,0.5946,0.3314,True
JRN_00002848,CUST_PREMIUM_001546,credit_limit_request,Gold,1783296225.168233,1783296225.168233,1,1,0,0.4836,0.4836,True,resolved,False,True,evt_call_center_000004754,3276.08,0.2905,0.5045,True
JRN_00002849,CUST_PREMIUM_001546,payment_failure,Gold,1781944223.168233,1781944443.168233,2,1,0,0.8991,0.6756,True,resolved,True,True,evt_call_center_000004755,171.55,0.5654,0.4777,True
JRN_00002850,CUST_PREMIUM_001546,replacement_card,Gold,1781018531.168233,1781019366.168233,2,2,1,0.5748,0.3822,True,resolved,False,True,evt_call_center_000004758,,0.4565,0.2922,True
JRN_00002851,CUST_PREMIUM_001546,dispute_status,Gold,1778144368.168233,1778144368.168233,1,1,0,0.7046,0.7046,True,resolved,False,False,evt_call_center_000004759,56.31,0.6712,0.6779,True
JRN_00002852,CUST_PREMIUM_001546,card_declined,Gold,1780649474.168233,1780649474.168233,1,1,0,0.6197,0.6197,True,resolved,False,False,evt_web_000004760,450.3,0.7041,0.3748,True
JRN_00002853,CUST_PREMIUM_001546,dispute_status,Gold,1781658076.168233,1781658076.168233,1,1,0,1.0,1.0,True,resolved,True,True,evt_in_person_000004761,908.76,0.5766,0.6076,True
JRN_00002854,CUST_PREMIUM_001547,login_problem,Green,1779936448.168233,1779936693.168233,2,1,0,0.6331,0.4952,True,resolved,True,False,evt_app_000004762,,0.4575,0.2776,False
JRN_00002855,CUST_PREMIUM_001547,benefit_claim,Green,1782273483.168233,1782273483.168233,1,1,0,0.1111,0.1111,True,resolved,False,False,evt_app_000004764,16.6,0.3532,0.472,False
JRN_00002856,CUST_PREMIUM_001547,travel_booking,Green,1776384693.168233,1776384693.168233,1,1,0,0.3114,0.3114,True,resolved,True,True,evt_web_000004765,4443.42,0.3366,0.3494,False
